id,book_id,books_count,authors,original_publication_year,original_title,title,language_code
1726,100464,71,Cornelia Funke,1997.0,Drachenreiter,"Dragon Rider (Dragon Rider, #1)",eng
1727,357,82,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",en-US
1728,22544764,41,Naomi Novik,2015.0,Uprooted,Uprooted,eng
1729,22816087,35,Neal Stephenson,2015.0,Seveneves,Seveneves,eng
1730,16278318,37,Ernest Cline,2015.0,Armada,Armada,en-GB
1731,6736971,37,Peter V. Brett,2010.0,The Desert Spear,"The Desert Spear (Demon Cycle, #2)",eng
1732,209194,149,Agatha Christie,1924.0,The Man in the Brown Suit,The Man in the Brown Suit,eng
1733,5352,100,John Grisham,2002.0,The Summons,The Summons,eng
1734,139069,75,Alfred Lansing,1959.0,Endurance: Shackleton's incredible voyage,Endurance: Shackleton's Incredible Voyage,eng
1735,23220,50,Meg Cabot,2005.0,"Size 12 Is Not Fat (Heather Wells, #1)","Size 12 Is Not Fat (Heather Wells, #1)",en-US
1736,27833670,57,Blake Crouch,2016.0,Dark Matter,Dark Matter,eng
1737,23174274,65,Victoria Aveyard,2016.0,Glass Sword,"Glass Sword (Red Queen, #2)",eng
1738,5310515,51,Rebecca Stead,2009.0,When You Reach Me,When You Reach Me,en-US
1739,2666,92,Tom Wolfe,1987.0,The Bonfire of the Vanities,The Bonfire of the Vanities,eng
1740,23899174,33,Judy Blume,2015.0,In the Unlikely Event,In the Unlikely Event,eng
1741,131359,61,Agatha Christie,1937.0,Death on the Nile,"Death on the Nile (Hercule Poirot, #17)",eng
1742,207153,45,Phyllis Reynolds Naylor,1991.0,Shiloh,"Shiloh (Shiloh, #1)",eng
1743,14061955,44,Leigh Bardugo,2013.0,Siege and Storm,"Siege and Storm (Shadow and Bone, #2)",eng
1744,465226,140,"Jo Nesbø, Don Bartlett",2000.0,"Rødstrupe (Harry Hole, #3)","The Redbreast (Harry Hole, #3)",eng
1745,6050678,54,Scott Westerfeld,2009.0,Leviathan,"Leviathan (Leviathan, #1)",en-US
1746,13153,43,James Patterson,1995.0,Hide and Seek,Hide and Seek,en-US
1747,4499669,36,"Stephen Kendrick, Alex Kendrick",2008.0,,The Love Dare,en-US
1748,14756,48,Jennifer Weiner,2005.0,Goodnight Nobody,Goodnight Nobody,en-US
1749,263050,45,Ben Sherwood,2004.0,The Death and Life of Charlie St. Cloud,The Death and Life of Charlie St. Cloud,eng
1750,4866,175,Dale Carnegie,1944.0,How to Stop Worrying and Start Living,How to Stop Worrying and Start Living,en-GB
1751,114145,72,Nora Roberts,1994.0,Born in Fire,"Born in Fire (Born In Trilogy, #1)",en-US
1752,77262,34,Barbara Kingsolver,1990.0,Animal Dreams,Animal Dreams,eng
1753,11561469,32,Rebecca Donovan,2011.0,Reason to Breathe,"Reason to Breathe (Breathing, #1)",eng
1754,6485421,14,Cassandra Clare,2009.0,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",eng
1755,14554,87,Sidney Sheldon,1985.0,If Tomorrow Comes,"If Tomorrow Comes (Tracy Whitney Series, #1)",eng
1756,276287,50,"M.C. Escher, Bruce Brooks Pfeiffer",1956.0,M.C. Escher: grafiek en tekeningen,M.C. Escher: The Graphic Work,eng
1757,27252,75,Donna Woolfolk Cross,1996.0,Pope Joan,Pope Joan,eng
1758,6259,71,Sebastian Faulks,1993.0,Birdsong,Birdsong,eng
1759,121127,45,Terry Goodkind,2000.0,"Faith of the Fallen  (Sword of Truth, #6)","Faith of the Fallen (Sword of Truth, #6)",en-US
1760,7243142,12,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)","Keys to the Demon Prison (Fablehaven, #5)",eng
1761,6346975,63,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,Moonwalking with Einstein: The Art and Science of Remembering Everything,eng
1762,5176,33,Sue Miller,1998.0,While I Was Gone,While I Was Gone,eng
1763,33668,76,"James Patterson, Maxine Paetro",2005.0,"4th of July (Women's Murder Club, #4)","4th of July (Women's Murder Club, #4)",eng
1764,2179276,74,Eoin Colfer,2008.0,The Time Paradox,"The Time Paradox (Artemis Fowl, #6)",en-US
1766,12680907,51,Kristin Cashore,2012.0,Bitterblue,"Bitterblue (Graceling Realm, #3)",eng
1767,6604794,68,Jandy Nelson,2010.0,The Sky Is Everywhere,The Sky Is Everywhere,eng
1768,34504,103,Terry Pratchett,1988.0,Wyrd Sisters,"Wyrd Sisters (Discworld, #6; Witches #2)",eng
1769,17617277,28,Katy Evans,2013.0,Real,"Real (Real, #1)",eng
1770,15729539,20,Joe Hill,2013.0,NOS4A2,NOS4A2,eng
1771,337113,596,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,The Tenant of Wildfell Hall,eng
1772,272895,59,"Walter Farley, Keith Ward",1941.0,The Black Stallion,"The Black Stallion (The Black Stallion, #1)",eng
1773,13600318,29,S.C. Stephens,2013.0,Reckless,"Reckless (Thoughtless, #3)",en-US
1774,65111,48,"Lemony Snicket, Brett Helquist",2004.0,The Grim Grotto,"The Grim Grotto (A Series of Unfortunate Events, #11)",en-US
1775,581409,33,Tomie dePaola,1975.0,Strega Nona,Strega Nona,eng
1776,11381643,17,R.L. Mathewson,2011.0,Playing for Keeps,"Playing for Keeps (Neighbor from Hell, #1)",eng
1777,187633,15,"David Bayles, Ted Orland",1993.0,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,eng
1779,11918,68,Kelley Armstrong,2001.0,Bitten,"Bitten (Women of the Otherworld, #1)",eng
1780,8705784,29,C.C. Hunter,2011.0,Born at Midnight,"Born at Midnight (Shadow Falls, #1)",en-US
1781,191113,24,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus,Don't Let the Pigeon Drive the Bus!,eng
1782,17347389,48,Maggie Stiefvater,2013.0,The Dream Thieves,"The Dream Thieves (The Raven Cycle, #2)",eng
1783,264,508,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,The Portrait of a Lady,eng
1785,99300,18,Charlotte Perkins Gilman,1892.0,The Yellow Wallpaper,The Yellow Wallpaper and Other Stories,eng
1786,26245850,51,Noah Hawley,2016.0,Before the Fall,Before the Fall,eng
1787,20317106,7,محمد صادق,2014.0,هيبتا,هيبتا,ara
1788,24813,17,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,The Calvin and Hobbes Tenth Anniversary Book,eng
1789,4325,35,Sarah Dessen,2000.0,Dreamland,Dreamland,eng
1790,14568987,20,B.A. Shapiro,2012.0,The Art Forger,The Art Forger,en-US
1791,248483,33,Shannon Hale,2007.0,Austenland,"Austenland (Austenland, #1)",en-US
1792,18749,96,Chimamanda Ngozi Adichie,2006.0,Half of a Yellow Sun,Half of a Yellow Sun,eng
1793,105578,25,Chetan Bhagat,2005.0,One Night @ The Call Center,One Night at the Call Center,eng
1794,23209927,39,Sara Gruen,2015.0,At the Water's Edge,At the Water's Edge,eng
1795,11607,51,"Richard Bachman, Stephen King",1982.0,The Running Man,The Running Man,eng
1796,68210,75,Marilynne Robinson,2004.0,Gilead,"Gilead (Gilead, #1)",en-US
1797,2794,92,Thomas Pynchon,1966.0,The Crying of Lot 49,The Crying of Lot 49,en-US
1798,11389875,3,Ken Follett,2014.0,Edge of Eternity,"Edge of Eternity (The Century Trilogy, #3)",eng
1799,8428064,46,Rachel Hawkins,2011.0,Demonglass,"Demonglass (Hex Hall, #2)",en-US
1800,22590,151,"Philip K. Dick, David Alabort, Manuel Espín",1969.0,Ubik,Ubik,spa
1801,15575,110,Terry Brooks,1977.0,The Sword of Shannara,"The Sword of Shannara (The Original Shannara Trilogy, #1)",eng
1802,32418,132,Thomas Harris,1999.0,Hannibal,"Hannibal (Hannibal Lecter, #3)",eng
1803,395871,33,L.J. Smith,2007.0,The Awakening and the Struggle,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",en-US
1804,1466455,42,Liane Moriarty,2003.0,Three Wishes,Three Wishes,en-US
1805,3575676,12,L.J. Smith,2009.0,"Night World, No. 3","Night World, No. 3 (Night World, #7-9)",en-US
1806,5174,63,Ann-Marie MacDonald,1996.0,Fall on Your Knees,Fall on Your Knees,eng
1807,10626594,47,Maggie Stiefvater,2011.0,The Scorpio Races,The Scorpio Races,eng
1808,18966806,42,Pierce Brown,2016.0,Morning Star,"Morning Star (Red Rising, #3)",eng
1809,201341,41,Brian Jacques,1988.0,Mossflower,"Mossflower (Redwall, #2)",en-US
1810,23848559,38,Jenny  Lawson,2015.0,Furiously Happy,Furiously Happy: A Funny Book About Horrible Things,eng
1811,6420,26,Janet Evanovich,2002.0,Visions of Sugar Plums,"Visions of Sugar Plums (Stephanie Plum, #8.5)",en-US
1812,13810,37,Raymond E. Feist,1982.0,"Magician: Master (The Riftwar Saga, #2)","Magician: Master (The Riftwar Saga, #2)",en-US
1813,15505346,53,Tracey Garvis-Graves,2011.0,On the Island,"On the Island (On the Island, #1)",eng
1814,8492768,40,Lisa Genova,2011.0,Left Neglected,Left Neglected,eng
1815,5509,48,"Miep Gies, Alison Leslie Gold",1987.0,Anne Frank Remembered,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,eng
1816,13055592,41,John Scalzi,2012.0,Redshirts,Redshirts,en-US
1817,41716,70,Clive Cussler,1992.0,Sahara,"Sahara (Dirk Pitt, #11)",spa
1818,2168860,45,Jeaniene Frost,2008.0,One Foot in the Grave,"One Foot in the Grave (Night Huntress, #2)",eng
1819,1282954,32,Liane Moriarty,2006.0,The Last Anniversary,The Last Anniversary,eng
1820,5047880,47,Michael  Grant,2009.0,Hunger,"Hunger (Gone, #2)",eng
1821,2292384,39,Janet Evanovich,2008.0,Fearless Fourteen,"Fearless Fourteen (Stephanie Plum, #14)",en-US
1822,12615008,20,Chetan Bhagat,2011.0,"Revolution 2020: Love, Corruption, Ambition","Revolution 2020: Love, Corruption, Ambition",eng
1823,160629,109,"Michael Bond, Peggy Fortnum",1958.0,A Bear Called Paddington,"A Bear Called Paddington (Paddington, #1)",eng
1824,162089,62,Sara Shepard,2007.0,Flawless,"Flawless (Pretty Little Liars, #2)",en-US
1825,91253,76,Beverly Cleary,1981.0,"Ramona Quimby, Age 8","Ramona Quimby, Age 8 (Ramona, #6)",eng
1827,65118,62,"Lemony Snicket, Brett Helquist",2001.0,The Hostile Hospital,"The Hostile Hospital (A Series of Unfortunate Events, #8)",en-GB
1828,330744,16,Rumiko Takahashi,1997.0,犬夜叉 1,"InuYasha: Turning Back Time (InuYasha, #1)",eng
1829,226162,34,David Seltzer,1976.0,The Omen,The Omen,en-US
1830,6134826,69,Alyson Noel,2009.0,Blue Moon,"Blue Moon (The Immortals, #2)",eng
1831,12849385,58,David Baldacci,2012.0,The Innocent,"The Innocent (Will Robie, #1)",en-US
1832,2161733,127,Tom Rob Smith,2008.0,Child 44,"Child 44 (Leo Demidov, #1)",eng
1833,348225,32,Nancy E. Turner,1998.0,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories","These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",eng
1834,23751850,37,Liane Moriarty,2011.0,The Hypnotist's Love Story,The Hypnotist's Love Story,en-CA
1835,4008,165,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",2000.0,O Demônio e a Srta. Prym,"The Devil and Miss Prym (On the Seventh Day, #3)",eng
1836,18419,30,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993.0,The Kissing Hand,The Kissing Hand,en-GB
1837,17306293,67,Hugh Howey,2013.0,Shift,"Shift (Silo, #2)",en-US
1838,8357992,66,Lee Child,2010.0,Worth Dying For,"Worth Dying For (Jack Reacher, #15)",eng
1839,454856,30,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,Look Me in the Eye: My Life with Asperger's,en-US
1840,84136,49,Sherrilyn Kenyon,2002.0,Fantasy Lover,Fantasy Lover (Dark-Hunterverse #1),eng
1841,2029177,62,"James Patterson, Gabrielle Charbonnet",2008.0,Sundays at Tiffany's,Sundays at Tiffany's,eng
1842,111180,51,Jodi Picoult,2002.0,Perfect Match,Perfect Match,eng
1843,9844,54,Curtis Sittenfeld,2005.0,Prep,Prep,eng
1844,96647,47,"Anthony Kiedis, Larry Sloman",2004.0,Scar Tissue,Scar Tissue,eng
1845,58027,91,"Margaret Atwood, Brigitte Walitzek",1996.0,Alias Grace,Alias Grace,ger
1846,17876893,66,Sylvia Day,2014.0,Captivated by You,"Captivated by You (Crossfire, #4)",eng
1847,29946,91,Richard Bach,1977.0,Illusions: The Adventures of a Reluctant Messiah,Illusions: The Adventures of a Reluctant Messiah,eng
1848,6381205,43,Gail Carriger,2009.0,Soulless,"Soulless (Parasol Protectorate, #1)",eng
1849,17623975,50,Gayle Forman,2013.0,Just One Day,"Just One Day (Just One Day, #1)",eng
1850,1661957,50,Lisa McMann,2008.0,Wake,"Wake (Wake, #1)",eng
1851,7170627,58,Siddhartha Mukherjee,2010.0,The Emperor of All Maladies: A Biography of Cancer,The Emperor of All Maladies: A Biography of Cancer,eng
1852,270804,16,Ellen Hopkins,2007.0,"Glass (Crank, #2)","Glass (Crank, #2)",eng
1853,760,165,"Gabriel García Márquez, Edith Grossman",2004.0,Memoria de mis putas tristes,Memories of My Melancholy Whores,eng
1854,10872085,67,Jeffrey Archer,2011.0,Only Time Will Tell,"Only Time Will Tell (The Clifton Chronicles, #1)",eng
1855,773038,66,Deepak Chopra,2013.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,en-US
1856,79790,32,Augusten Burroughs,2004.0,Magical Thinking: True Stories,Magical Thinking: True Stories,en-US
1857,13835,52,Tamora Pierce,1984.0,In the Hand of the Goddess,"In the Hand of the Goddess (Song of the Lioness, #2)",eng
1860,8835379,80,"Kerstin Gier, Anthea Bell",2009.0,Rubinrot,"Ruby Red (Precious Stone Trilogy, #1)",en-US
1861,6581511,64,Alyson Noel,2009.0,Shadowland,"Shadowland (The Immortals, #3)",eng
1862,216443,73,Timothy Zahn,1991.0,Heir to the Empire,Heir to the Empire (Star Wars: The Thrawn Trilogy #1),eng
1863,13837,51,Tamora Pierce,1988.0,Lioness Rampant,"Lioness Rampant (Song of the Lioness, #4)",en-US
1864,259538,55,Robin Cook,1987.0,Outbreak,"Outbreak (Dr. Marissa Blumenthal, #1)",eng
1865,129603,93,Louise L. Hay,1984.0,You Can Heal Your Life,You Can Heal Your Life,eng
1867,9496240,47,"Oliver Pötzsch, Lee Chadeayne",2008.0,"\"Die Henkerstochter (Band 1 aus der Reihe \"\"Die Henkerstochter-Saga)\"","The Hangman's Daughter (The Hangman's Daughter, #1)",eng
1868,14064,134,Richard Matheson,1954.0,I Am Legend,I Am Legend,eng
1869,150739,33,"Patricia C. Wrede, Peter de Sève",1990.0,Dealing with Dragons,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",en-US
1870,455925,32,Lee Child,2000.0,The Visitor,"Running Blind (Jack Reacher, #4)",en-US
1871,37301,44,John Sandford,1989.0,Rules Of Prey,"Rules of Prey (Lucas Davenport, #1)",en-US
1872,84847,55,Tami Hoag,1999.0,Ashes to Ashes,"Ashes to Ashes (Kovac and Liska, #1)",eng
1873,16703,58,Michael Chabon,2007.0,The Yiddish Policemen's Union,The Yiddish Policemen's Union,eng
1874,13642950,22,Melanie Benjamin,2013.0,The Aviator's Wife,The Aviator's Wife,en-US
1875,474858,22,David Shannon,1998.0,A Bad Case of Stripes,A Bad Case of Stripes,eng
1876,10428708,75,Lee Child,2011.0,The Affair,"The Affair (Jack Reacher, #16)",eng
1877,33514,240,"William Strunk Jr., E.B. White",1918.0,The Elements of Style,The Elements of Style,en-US
1878,12948,832,Henry James,1898.0,The Turn of the Screw,The Turn of the Screw,eng
1879,6066819,38,Jennifer Weiner,2009.0,Best Friends Forever,Best Friends Forever,eng
1880,50027,49,R.A. Salvatore,1990.0,Homeland,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",eng
1881,100365,57,"Larry Niven, Jerry Pournelle",1974.0,The Mote in God's Eye,The Mote in God's Eye,eng
1882,9572203,138,"Jo Nesbø, Don Bartlett",2007.0,Snømannen (Harry Hole #7),"The Snowman (Harry Hole, #7)",eng
1883,166997,112,"John  Williams, John McGahern",1965.0,Stoner,Stoner,eng
1884,24937,1,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",2005.0,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",Wicked: The Grimmerie,en-US
1885,42607,709,William Shakespeare,1599.0,As You Like It,As You Like It,eng
1886,95431,19,"Garth Ennis, Steve Dillon, Joe R. Lansdale",1996.0,Preacher Vol. 1: Gone to Texas,"Preacher, Volume 1: Gone to Texas",eng
1887,15638,501,"Edmond Rostand, Eteel Lawson, Lowell Bair",1897.0,Cyrano de Bergerac,Cyrano de Bergerac,eng
1888,12609,19,Anne Fadiman,1997.0,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures","The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",en-US
1889,3128411,29,Patricia Briggs,2009.0,Bone Crossed,"Bone Crossed (Mercy Thompson, #4)",en-GB
1890,8709526,26,Richelle Mead,2013.0,The Indigo Spell,"The Indigo Spell (Bloodlines, #3)",eng
1891,6050298,39,Karen Marie Moning,2009.0,Dreamfever,"Dreamfever (Fever, #4)",en-US
1892,16243,77,Kate Atkinson,2004.0,Case Histories,Case Histories (Jackson Brodie #1),eng
1893,15799166,43,J. Kenner,2013.0,"Release Me (Stark Trilogy, #1)","Release Me (Stark Trilogy, #1)",eng
1894,17910611,59,Sophie Kinsella,2013.0,Wedding Night,Wedding Night,eng
1895,25099,50,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990.0,The Doll's House,The Doll's House (The Sandman #2),eng
1896,1000751,405,Eleanor H. Porter,1912.0,Pollyanna,"Pollyanna (Pollyanna, #1)",eng
1897,2743,48,Dave Pelzer,1997.0,,The Lost Boy (Dave Pelzer #2),eng
1898,17855756,49,Hugh Howey,2013.0,Dust,"Dust (Silo, #3)",eng
1899,13547188,49,Jodi Picoult,2012.0,Lone Wolf,Lone Wolf,eng
1900,10588,68,Stephen King,1993.0,Nightmares & Dreamscapes,Nightmares and Dreamscapes,eng
1901,7304203,37,Karen Marie Moning,2011.0,Shadowfever,"Shadowfever (Fever, #5)",en-US
1902,3613997,82,John Grisham,2009.0,The Associate,The Associate,en-US
1903,13324841,35,Lois Lowry,2012.0,"Son (The Giver, #4)","Son (The Giver, #4)",eng
1904,18310944,13,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",2015.0,The Sandman: Overture,The Sandman: Overture,en-US
1905,13569581,44,Anthony  Ryan,2011.0,Blood Song,"Blood Song (Raven's Shadow, #1)",eng
1906,7137775,37,Simone Elkeles,2010.0,Rules of Attraction,"Rules of Attraction (Perfect Chemistry, #2)",en-US
1907,93007,472,Howard Pyle,1883.0,The Merry Adventures of Robin Hood,The Merry Adventures of Robin Hood,eng
1908,9915,96,Bret Easton Ellis,1985.0,Less Than Zero,Less Than Zero,eng
1909,875441,62,Lawrence Hill,2007.0,The Book of Negroes,Someone Knows My Name,eng
1910,93101,832,"Anonymous, Richard Francis Burton, A.S. Byatt",800.0,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],The Arabian Nights,eng
1911,7093952,65,Tana French,2010.0,Faithful Place,"Faithful Place (Dublin Murder Squad, #3)",eng
1912,18467802,46,Lily King,2014.0,Euphoria,Euphoria,eng
1913,9301,63,Marian Keyes,1997.0,Rachel's Holiday,"Rachel's Holiday (Walsh Family, #2)",eng
1914,41811,139,Isaac Asimov,1954.0,The Caves of Steel,The Caves of Steel (Robot #1),eng
1915,17800,101,Haruki Murakami,1988.0,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]","Dance Dance Dance (The Rat, #4)",eng
1916,232109,63,"Beverly Cleary, Louis Darling, Tracy Dockray",1965.0,The Mouse and the Motorcycle,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",en-US
1917,3432478,56,Carrie Ryan,2009.0,The Forest of Hands and Teeth,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",eng
1918,189783,95,Terry Brooks,1982.0,The Elfstones Of Shannara,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",eng
1919,7741325,40,"Rachel Cohn, David Levithan",2010.0,Dash & Lily's Book of Dares,"Dash & Lily's Book of Dares (Dash & Lily, #1)",eng
1920,17333230,82,Eleanor Catton,2013.0,The Luminaries,The Luminaries,eng
1921,826584,20,"Laura Joffe Numeroff, Felicia Bond",1991.0,,If You Give a Moose a Muffin,en-US
1922,32421,60,Dean Koontz,2005.0,Velocity,Velocity,eng
1923,4143,33,David Sedaris,1994.0,Barrel Fever: Stories and Essays,Barrel Fever: Stories and Essays,en-US
1924,34517,80,Terry Pratchett,1991.0,Reaper Man,"Reaper Man (Discworld, #11; Death, #2)",eng
1925,17303,27,Frank E. Peretti,1989.0,Piercing the Darkness,"Piercing the Darkness (Darkness, #2)",eng
1926,69242,50,"Chip Heath, Dan Heath",2006.0,Made to Stick: Why Some Ideas Survive and Others Die,Made to Stick: Why Some Ideas Survive and Others Die,en-US
1927,401514,56,Piers Paul Read,1974.0,Alive: The Story of the Andes Survivors,Alive: The Story of the Andes Survivors,eng
1928,3679,71,Zadie Smith,2005.0,On Beauty,On Beauty,eng
1929,13360,47,Joyce Meyer,1995.0,Battlefield of the Mind: Winning the Battle in Your Mind,Battlefield of the Mind: Winning the Battle in Your Mind,en-US
1930,59829,72,Nora Roberts,2001.0,Dance Upon The Air,"Dance Upon the Air (Three Sisters Island, #1)",eng
1931,645023,58,David Eddings,1984.0,Castle of Wizardry,"Castle of Wizardry (The Belgariad, #4)",eng
1932,8492319,43,J.R. Ward,2011.0,"Lover Avenged, part two","Lover Unleashed (Black Dagger Brotherhood, #9)",en-US
1933,7119070,11,أثير عبدالله النشمي,2010.0,أحببتك أكثر مما ينبغى,أحببتك أكثر مما ينبغي,ara
1934,6566722,58,Richard Castle,2008.0,Heat Wave,"Heat Wave (Nikki Heat, #1)",en-US
1935,18607805,45,Amazon,2011.0,kindle paperwhite user's guide 2nd edition,Kindle Paperwhite User's Guide,eng
1937,25350,119,C.S. Lewis,1938.0,Out of the Silent Planet,"Out of the Silent Planet (Space Trilogy, #1)",eng
1939,826585,16,"Laura Joffe Numeroff, Felicia Bond",1998.0,If You Give a Pig a Pancake,If You Give a Pig a Pancake,en-US
1940,567678,78,Iain Banks,1984.0,The Wasp Factory,The Wasp Factory,en-US
1941,10112885,59,Marisha Pessl,2013.0,Night Film,Night Film,eng
1942,10211494,15,Rob Lowe,2011.0,,Stories I Only Tell My Friends,en-US
1943,16085481,38,Kevin Kwan,2013.0,Crazy Rich Asians,Crazy Rich Asians (Crazy Rich Asians #1),eng
1944,51428,45,Libba Bray,2005.0,Rebel Angels,"Rebel Angels (Gemma Doyle, #2)",eng
1945,344262,49,Karen Marie Moning,2007.0,Bloodfever,"Bloodfever (Fever, #2)",eng
1946,2702704,45,Karen Marie Moning,2008.0,Faefever,"Faefever (Fever, #3)",en-US
1947,22744701,25,Robert Dugoni,2014.0,My Sister's Grave,My Sister's Grave (Tracy Crosswhite #1),eng
1948,24120519,71,Ransom Riggs,2015.0,Library of Souls,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",eng
1949,3102,131,E.M. Forster,1910.0,Howards End,Howards End,eng
1950,102458,39,"Mike Mignola, John Byrne",1994.0,Hellboy: Seed of Destruction,"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)",eng
1951,13643567,28,Michelle Hodkin,2012.0,The Evolution of Mara Dyer,"The Evolution of Mara Dyer (Mara Dyer, #2)",eng
1952,15724396,58,Rick Riordan,2015.0,The Sword of Summer,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",eng
1953,54499,426,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850.0,"Le Vicomte de Bragelonne, ou Dix ans plus tard","The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",eng
1954,89717,89,"Shirley Jackson, Laura   Miller",1959.0,The Haunting οf Hill House,The Haunting of Hill House,eng
1955,18864,67,Hunter S. Thompson,1998.0,The Rum Diary,The Rum Diary,eng
1956,8253,76,"Laura Ingalls Wilder, Garth Williams",1941.0,Little Town on the Prairie,"Little Town on the Prairie  (Little House, #7)",en-GB
1957,31122,103,Dodie Smith,1948.0,I Capture the Castle,I Capture the Castle,eng
1958,7933617,61,"P.C. Cast, Kristin Cast",2011.0,Destined,"Destined (House of Night, #9)",eng
1959,6048530,36,Janet Evanovich,2009.0,Finger Lickin' Fifteen,"Finger Lickin' Fifteen (Stephanie Plum, #15)",en-US
1960,38500,117,Charles Bukowski,1978.0,Women,Women,eng
1961,159178,45,John Jakes,1982.0,North and South,"North and South (North and South, #1)",en-US
1962,6587387,20,Patricia Briggs,2010.0,Silver Borne,"Silver Borne (Mercy Thompson, #5)",en-US
1963,31259,94,Robert Ludlum,1990.0,The Bourne Ultimatum,"The Bourne Ultimatum (Jason Bourne, #3)",eng
1964,68488,62,Robin Hobb,2001.0,Fool's Errand,"Fool's Errand (Tawny Man, #1)",eng
1965,20821111,39,Marie Lu,2014.0,The Young Elites,"The Young Elites (The Young Elites, #1)",eng
1966,59810,57,Nora Roberts,1999.0,Jewels of the Sun,"Jewels of the Sun (Gallaghers of Ardmore, #1)",en-US
1967,30659,768,"Marcus Aurelius, Martin Hammond, Diskin Clay",180.0,Τὰ εἰς ἑαυτόν,Meditations,eng
1968,34262,47,"Dave Barry, Ridley Pearson, Greg Call",2004.0,Peter and the Starcatchers,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",eng
1969,475,70,Jared Diamond,2004.0,Collapse: How Societies Chose to Fail or Succeed,Collapse: How Societies Choose to Fail or Succeed,en-GB
1970,41219,114,A.S. Byatt,1990.0,Possession,Possession,eng
1971,2753843,31,Melissa de la Cruz,2008.0,Revelations,"Revelations (Blue Bloods, #3)",en-US
1972,19668,72,Tom Clancy,1993.0,Without Remorse,"Without Remorse (Jack Ryan Universe, #1)",en-US
1974,19581,77,Peter Straub,1979.0,Ghost Story,Ghost Story,en-US
1975,65110,50,"Lemony Snicket, Brett Helquist",2005.0,The Penultimate Peril,"The Penultimate Peril (A Series of Unfortunate Events, #12)",en-US
1976,25,69,Bill Bryson,1998.0,Notes from a Big Country,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,en-US
1977,65112,51,"Lemony Snicket, Brett Helquist",2006.0,The End,"The End (A Series of Unfortunate Events, #13)",en-US
1978,14241,34,Mary Karr,1995.0,The Liars' Club: A Memoir,The Liars' Club,eng
1979,15985348,43,Charlaine Harris,2013.0,Dead Ever After,"Dead Ever After (Sookie Stackhouse, #13)",eng
1980,24830,123,Ray Bradbury,1951.0,The Illustrated Man,The Illustrated Man,eng
1981,15852756,30,Raine Miller,2010.0,Naked,"Naked (The Blackstone Affair, #1)",eng
1982,17934530,51,Jeff VanderMeer,2014.0,Annihilation,"Annihilation (Southern Reach, #1)",eng
1983,11479285,26,Abbi Glines,2011.0,Breathe,"Breathe (Sea Breeze, #1)",eng
